product_name,product_platform,product_sale_price
Mortal Kombat 11 PS4 WARNER BROS. INTERACTIVE ENTERTAINMENT,,"55,00€"
MORTAL KOMBAT 11 Xbox One WARNER BROS. INTERACTIVE ENTERTAINMENT,,"55,00€"
Mortal Kombat 11 Switch WARNER BROS. INTERACTIVE ENTERTAINMENT,,"49,95€"
